,Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Set,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
5541,NCH30,17.1,0.06725846,2,OUT049,21,1,2,2490.092,train,0,1,0,0
5542,FDN03,9.8,0.025257508,4,OUT010,22,0,0,751.0224,train,1,0,0,0
5543,FDH12,9.6,0.085085743,2,OUT049,21,1,2,1065.28,train,0,1,0,0
5544,NCH54,13.5,0.12163321,3,OUT010,22,0,0,159.792,train,1,0,0,0
5545,DRH01,17.5,0.098102581,3,OUT045,18,0,1,4344.345,train,0,1,0,0
5546,FDX01,10.1,0.024047319,2,OUT027,35,1,0,1980.755,train,0,0,0,1
5547,FDD34,7.945,0.01596609,3,OUT017,13,0,1,1794.331,train,0,1,0,0
5548,FDC53,8.68,0.008792907,2,OUT027,35,1,0,2956.152,train,0,0,0,1
5549,FDO28,5.765,0.072238195,2,OUT013,33,2,0,1687.1372,train,0,1,0,0
5550,DRJ51,14.1,0.08849163,4,OUT017,13,0,1,7602.1044,train,0,1,0,0
5551,FDD14,20.7,0.170500183,3,OUT018,11,1,0,1659.8394,train,0,0,1,0
5552,FDW35,10.6,0.011134397,1,OUT018,11,1,0,167.7816,train,0,0,1,0
5553,NCH18,9.3,0.044730667,4,OUT049,21,1,2,2456.802,train,0,1,0,0
5554,FDK20,12.6,0.04179272,2,OUT017,13,0,1,1347.5792,train,0,1,0,0
5555,FDY47,8.6,0.054484461,2,OUT046,23,0,2,1557.972,train,0,1,0,0
5556,FDG32,19.85,0.175849067,4,OUT013,33,2,0,2001.3948,train,0,1,0,0
5557,FDC20,10.65,0.024069113,1,OUT018,11,1,0,559.272,train,0,0,1,0
5558,NCS29,9.0,0.06953231,4,OUT035,16,0,1,6624.71,train,0,1,0,0
5559,FDG53,10.0,0.045848263,2,OUT035,16,0,1,2237.088,train,0,1,0,0
5560,FDV26,20.25,0.076160451,4,OUT046,23,0,2,2731.1116,train,0,1,0,0
5561,FDE40,15.6,0.099704558,1,OUT017,13,0,1,1300.3074,train,0,1,0,0
5562,FDM02,12.5,0.073735058,1,OUT046,23,0,2,1657.1762,train,0,1,0,0
5563,FDU11,4.785,0.0931174,2,OUT017,13,0,1,361.5294,train,0,1,0,0
5564,FDB51,6.92,0.038446805,1,OUT035,16,0,1,751.0224,train,0,1,0,0
5565,FDQ03,15.0,0.078172471,4,OUT045,18,0,1,3555.372,train,0,1,0,0
5566,DRK35,8.365,0.071992202,1,OUT045,18,0,1,986.7156,train,0,1,0,0
5567,FDZ32,7.785,0.038210084,2,OUT045,18,0,1,946.7676,train,0,1,0,0
5568,FDU38,10.8,0.0824812,4,OUT013,33,2,0,2492.7552,train,0,1,0,0
5569,DRM11,6.57,0.066069578,4,OUT046,23,0,2,4165.2448,train,0,1,0,0
5570,FDS36,8.38,0.046848322,2,OUT013,33,2,0,3844.995,train,0,1,0,0
5571,FDO52,11.6,0.077164595,3,OUT046,23,0,2,2566.659,train,0,1,0,0
5572,FDA04,11.3,0.066833743,4,OUT049,21,1,2,2330.9658,train,0,1,0,0
5573,NCE31,7.67,0.185596553,1,OUT018,11,1,0,69.2432,train,0,0,1,0
5574,FDC33,8.96,0.068925304,4,OUT035,16,0,1,2759.0752,train,0,1,0,0
5575,FDS33,6.67,0.12367891,1,OUT045,18,0,1,885.514,train,0,1,0,0
5576,NCJ05,18.7,0.046348967,3,OUT017,13,0,1,1677.1502,train,0,1,0,0
5577,FDN51,17.85,0.021065311,4,OUT017,13,0,1,6002.8528,train,0,1,0,0
5578,FDZ10,17.85,0.077849833,2,OUT019,35,0,2,506.008,train,1,0,0,0
5579,NCQ30,7.725,0.029236727,2,OUT017,13,0,1,1340.2554,train,0,1,0,0
5580,FDL09,19.6,0.127929521,3,OUT013,33,2,0,3691.1952,train,0,1,0,0
5581,FDU03,18.7,0.091560606,3,OUT035,16,0,1,3831.0132,train,0,1,0,0
5582,FDQ32,17.85,0.081605462,2,OUT019,35,0,2,371.5164,train,1,0,0,0
5583,FDI38,13.35,0.014626901,4,OUT046,23,0,2,3520.0846,train,0,1,0,0
5584,FDE36,5.26,0.041837331,3,OUT049,21,1,2,5077.3908,train,0,1,0,0
5585,FDY02,8.945,0.088002959,4,OUT018,11,1,0,1840.937,train,0,0,1,0
5586,NCA17,20.6,0.04551031,3,OUT045,18,0,1,894.8352,train,0,1,0,0
5587,DRJ25,14.6,0.150801606,1,OUT049,21,1,2,1231.73,train,0,1,0,0
5588,FDI26,5.94,0.03495749,3,OUT045,18,0,1,2854.9504,train,0,1,0,0
5589,FDT50,6.75,0.108458498,2,OUT045,18,0,1,958.752,train,0,1,0,0
5590,FDR02,16.7,0.022155562,2,OUT018,11,1,0,1000.6974,train,0,0,1,0
5591,NCY05,13.5,0.055301055,1,OUT017,13,0,1,317.5866,train,0,1,0,0
5592,FDI50,8.42,0.030816999,4,OUT013,33,2,0,3435.528,train,0,1,0,0
5593,FDW56,7.68,0.0711891,4,OUT018,11,1,0,5772.486,train,0,0,1,0
5594,FDS32,17.75,0.029821648,2,OUT017,13,0,1,1123.8704,train,0,1,0,0
5595,FDT48,4.92,0.046142232,4,OUT018,11,1,0,4761.8016,train,0,0,1,0
5596,FDU57,8.27,0.089735804,3,OUT045,18,0,1,2708.4744,train,0,1,0,0
5597,FDL51,20.7,0.04745185,4,OUT013,33,2,0,3001.4264,train,0,1,0,0
5598,FDO52,11.6,0.077150004,3,OUT035,16,0,1,1882.2166,train,0,1,0,0
5599,FDS57,15.5,0.181114059,2,OUT019,35,0,2,429.441,train,1,0,0,0
5600,FDR22,19.35,0.018562604,2,OUT046,23,0,2,1565.9616,train,0,1,0,0
5601,FDB57,20.25,0.018789455,4,OUT013,33,2,0,3113.2808,train,0,1,0,0
5602,FDA04,11.3,0.066674465,4,OUT013,33,2,0,5179.924,train,0,1,0,0
5603,FDM09,11.15,0.143831787,3,OUT010,22,0,0,169.779,train,1,0,0,0
5604,NCQ38,16.35,0.023402893,2,OUT019,35,0,2,213.056,train,1,0,0,0
5605,FDP52,18.7,0.070979698,4,OUT018,11,1,0,1607.907,train,0,0,1,0
5606,DRK11,8.21,0.018847114,3,OUT019,35,0,2,447.4176,train,1,0,0,0
5607,FDN40,5.88,0.086945823,3,OUT017,13,0,1,3691.1952,train,0,1,0,0
5608,FDV58,20.85,0.121438886,4,OUT049,21,1,2,1565.9616,train,0,1,0,0
5609,DRA59,8.27,0.0,3,OUT017,13,0,1,2406.2012,train,0,1,0,0
5610,FDE23,17.6,0.053288857,1,OUT045,18,0,1,605.878,train,0,1,0,0
5611,FDI08,18.2,0.066431507,4,OUT045,18,0,1,4233.1564,train,0,1,0,0
5612,FDE09,8.775,0.037824735,2,OUT019,35,0,2,331.5684,train,1,0,0,0
5613,FDG09,20.6,0.047936284,3,OUT046,23,0,2,3942.8676,train,0,1,0,0
5614,FDS57,15.5,0.103356186,3,OUT013,33,2,0,1574.617,train,0,1,0,0
5615,FDW15,15.35,0.055067732,3,OUT013,33,2,0,2375.5744,train,0,1,0,0
5616,FDH56,9.8,0.063916425,2,OUT049,21,1,2,2780.3808,train,0,1,0,0
5617,FDM36,11.65,0.059063036,3,OUT017,13,0,1,1379.5376,train,0,1,0,0
5618,NCQ38,16.35,0.013442036,2,OUT017,13,0,1,1065.28,train,0,1,0,0
5619,DRE48,8.43,0.01724183,4,OUT027,35,1,0,8868.456,train,0,0,0,1
5620,FDP33,18.7,0.089777214,4,OUT017,13,0,1,5369.0112,train,0,1,0,0
5621,FDI33,16.5,0.028418817,1,OUT046,23,0,2,2097.9358,train,0,1,0,0
5622,FDO16,5.48,0.015108194,1,OUT046,23,0,2,1165.15,train,0,1,0,0
5623,FDW34,9.6,0.035780385,4,OUT017,13,0,1,3645.255,train,0,1,0,0
5624,FDM22,14.0,0.073462632,1,OUT019,35,0,2,53.264,train,1,0,0,0
5625,NCO07,9.06,0.009816092,4,OUT018,11,1,0,3621.952,train,0,0,1,0
5626,FDC44,15.6,0.172946916,2,OUT045,18,0,1,1821.6288,train,0,1,0,0
5627,DRB48,16.75,0.024892129,1,OUT049,21,1,2,589.233,train,0,1,0,0
5628,NCV29,11.8,0.022824491,3,OUT013,33,2,0,3022.0662,train,0,1,0,0
5629,FDE28,9.5,0.0,4,OUT013,33,2,0,5759.17,train,0,1,0,0
5630,FDP49,9.0,0.069229076,1,OUT045,18,0,1,386.8298,train,0,1,0,0
5631,FDX59,10.195,0.051766042,1,OUT045,18,0,1,441.4254,train,0,1,0,0
5632,FDN60,15.1,0.095140088,3,OUT035,16,0,1,2852.2872,train,0,1,0,0
5633,DRC36,13.0,0.044976367,3,OUT035,16,0,1,1225.7378,train,0,1,0,0
5634,FDE02,8.71,0.212293753,1,OUT019,35,0,2,469.389,train,1,0,0,0
5635,NCU29,7.685,0.025354072,3,OUT027,35,1,0,3661.9,train,0,0,0,1
5636,NCQ17,10.3,0.195721125,3,OUT010,22,0,0,312.926,train,1,0,0,0
5637,DRD12,6.96,0.077508015,1,OUT018,11,1,0,1094.5752,train,0,0,1,0
5638,FDV45,16.75,0.045009952,4,OUT013,33,2,0,2440.8228,train,0,1,0,0
5639,FDZ02,6.905,0.037962696,2,OUT027,35,1,0,978.726,train,0,0,0,1
5640,FDW26,11.8,0.187443314,4,OUT019,35,0,2,444.7544,train,1,0,0,0
5641,FDN40,5.88,0.086384841,3,OUT013,33,2,0,2153.1972,train,0,1,0,0
5642,FDR19,13.5,0.158947217,3,OUT027,35,1,0,5978.2182,train,0,0,0,1
5643,FDD50,18.85,0.141615436,3,OUT035,16,0,1,1860.2452,train,0,1,0,0
5644,NCD18,16.0,0.0,4,OUT046,23,0,2,1612.5676,train,0,1,0,0
5645,FDA34,11.5,0.01484819,3,OUT013,33,2,0,2077.296,train,0,1,0,0
5646,FDR33,7.31,0.026843265,2,OUT045,18,0,1,1208.427,train,0,1,0,0
5647,FDD39,16.7,0.070154899,4,OUT046,23,0,2,5193.24,train,0,1,0,0
5648,FDR13,9.895,0.028765486,2,OUT049,21,1,2,1274.3412,train,0,1,0,0
5649,FDA39,6.32,0.012656359,1,OUT027,35,1,0,1021.3372,train,0,0,0,1
5650,FDN01,8.895,0.0,3,OUT046,23,0,2,1235.059,train,0,1,0,0
5651,FDU04,7.93,0.005547386,2,OUT035,16,0,1,1340.2554,train,0,1,0,0
5652,FDV10,7.645,0.0,1,OUT045,18,0,1,852.224,train,0,1,0,0
5653,NCB30,14.6,0.02575512,4,OUT045,18,0,1,3769.7596,train,0,1,0,0
5654,FDB38,19.5,0.027214272,3,OUT027,35,1,0,3515.424,train,0,0,0,1
5655,FDB22,8.02,0.111666665,3,OUT045,18,0,1,1230.3984,train,0,1,0,0
5656,NCS30,5.945,0.093026207,2,OUT046,23,0,2,516.6608,train,0,1,0,0
5657,FDK14,6.98,0.041189152,1,OUT045,18,0,1,818.934,train,0,1,0,0
5658,DRJ35,10.1,0.046584552,1,OUT046,23,0,2,1272.3438,train,0,1,0,0
5659,FDX19,19.1,0.097280981,4,OUT017,13,0,1,5375.0034,train,0,1,0,0
5660,FDX60,14.35,0.080922439,1,OUT018,11,1,0,1278.336,train,0,0,1,0
5661,FDS01,11.6,0.017780986,3,OUT045,18,0,1,1777.686,train,0,1,0,0
5662,NCT41,15.7,0.055979703,3,OUT035,16,0,1,1062.6168,train,0,1,0,0
5663,DRE27,11.85,0.132645493,2,OUT035,16,0,1,1174.4712,train,0,1,0,0
5664,FDY45,17.5,0.026182758,4,OUT049,21,1,2,5086.712,train,0,1,0,0
5665,FDB56,8.75,0.0,4,OUT027,35,1,0,4693.89,train,0,0,0,1
5666,FDS36,8.38,0.04688734,2,OUT046,23,0,2,2966.139,train,0,1,0,0
5667,FDF59,12.5,0.071354774,2,OUT049,21,1,2,2530.04,train,0,1,0,0
5668,FDD11,12.85,0.0,4,OUT035,16,0,1,2530.04,train,0,1,0,0
5669,FDY40,15.5,0.086320509,1,OUT017,13,0,1,985.384,train,0,1,0,0
5670,FDA13,15.85,0.137539574,1,OUT019,35,0,2,37.9506,train,1,0,0,0
5671,NCX42,6.36,0.010467749,3,OUT019,35,0,2,822.263,train,1,0,0,0
5672,FDJ46,11.1,0.044814962,3,OUT035,16,0,1,4027.4242,train,0,1,0,0
5673,FDH05,14.35,0.090913642,4,OUT046,23,0,2,3243.7776,train,0,1,0,0
5674,NCP50,17.35,0.020559846,1,OUT046,23,0,2,1288.9888,train,0,1,0,0
5675,FDF28,15.7,0.037681359,2,OUT027,35,1,0,3859.6426,train,0,0,0,1
5676,FDN60,15.1,0.095545715,3,OUT018,11,1,0,4436.8912,train,0,0,1,0
5677,FDD29,12.15,0.018395194,4,OUT013,33,2,0,6088.0752,train,0,1,0,0
5678,FDG58,10.695,0.087272074,3,OUT017,13,0,1,2025.3636,train,0,1,0,0
5679,FDV15,10.3,0.145464606,2,OUT027,35,1,0,2596.62,train,0,0,0,1
5680,FDV04,7.825,0.149890395,3,OUT013,33,2,0,1257.0304,train,0,1,0,0
5681,DRJ23,18.35,0.041634206,4,OUT013,33,2,0,3781.744,train,0,1,0,0
5682,FDA11,7.75,0.043029436,2,OUT027,35,1,0,1701.7848,train,0,0,0,1
5683,FDX16,17.85,0.06594351,3,OUT045,18,0,1,4643.955,train,0,1,0,0
5684,NCA41,16.75,0.032637373,4,OUT049,21,1,2,3463.4916,train,0,1,0,0
5685,FDP36,10.395,0.091096531,1,OUT013,33,2,0,2226.4352,train,0,1,0,0
5686,FDK16,9.065,0.115307979,2,OUT035,16,0,1,856.8846,train,0,1,0,0
5687,FDD34,7.945,0.015873285,3,OUT035,16,0,1,2773.057,train,0,1,0,0
5688,FDI56,7.325,0.156307983,1,OUT010,22,0,0,91.2146,train,1,0,0,0
5689,NCO18,13.15,0.024790707,3,OUT017,13,0,1,3910.9092,train,0,1,0,0
5690,FDB46,10.5,0.093746136,4,OUT035,16,0,1,4869.6612,train,0,1,0,0
5691,FDN38,6.615,0.092158377,4,OUT045,18,0,1,3254.4304,train,0,1,0,0
5692,FDW47,15.0,0.046469277,2,OUT045,18,0,1,1340.2554,train,0,1,0,0
5693,FDQ08,15.7,0.033144603,1,OUT019,35,0,2,61.2536,train,1,0,0,0
5694,FDR44,6.11,0.102901425,2,OUT035,16,0,1,1435.4648,train,0,1,0,0
5695,DRH23,14.65,0.170663661,1,OUT045,18,0,1,1436.7964,train,0,1,0,0
5696,FDX01,10.1,0.024213342,2,OUT045,18,0,1,1281.665,train,0,1,0,0
5697,FDB05,5.155,0.08279545,4,OUT027,35,1,0,4705.8744,train,0,0,0,1
5698,FDR08,18.7,0.037622954,2,OUT046,23,0,2,1334.2632,train,0,1,0,0
5699,FDZ36,6.035,0.066155883,3,OUT017,13,0,1,4660.6,train,0,1,0,0
5700,FDI05,8.35,0.126869718,1,OUT046,23,0,2,1128.531,train,0,1,0,0
5701,FDF24,15.5,0.025409912,1,OUT049,21,1,2,1883.5482,train,0,1,0,0
5702,FDZ48,17.75,0.076389281,2,OUT017,13,0,1,1118.544,train,0,1,0,0
5703,DRL37,15.5,0.053113721,1,OUT027,35,1,0,1211.756,train,0,0,0,1
5704,FDM10,18.25,0.07595723,4,OUT035,16,0,1,1282.3308,train,0,1,0,0
5705,FDP11,15.85,0.120986139,4,OUT019,35,0,2,435.4332,train,1,0,0,0
5706,FDQ04,6.4,0.084885375,1,OUT049,21,1,2,701.7532,train,0,1,0,0
5707,FDR49,8.71,0.139795569,1,OUT018,11,1,0,910.8144,train,0,0,1,0
5708,FDD35,12.15,0.02573918,2,OUT027,35,1,0,3954.852,train,0,0,0,1
5709,FDH41,9.0,0.143591586,4,OUT019,35,0,2,430.1068,train,1,0,0,0
5710,FDO34,17.7,0.029999653,3,OUT045,18,0,1,2013.3792,train,0,1,0,0
5711,FDL45,15.6,0.037901015,2,OUT017,13,0,1,1877.556,train,0,1,0,0
5712,NCC19,6.57,0.096799953,4,OUT013,33,2,0,4247.804,train,0,1,0,0
5713,FDY10,17.6,0.048830264,2,OUT027,35,1,0,2404.8696,train,0,0,0,1
5714,NCV29,11.8,0.022879017,3,OUT049,21,1,2,533.3058,train,0,1,0,0
5715,FDC22,6.89,0.136314863,4,OUT013,33,2,0,2703.148,train,0,1,0,0
5716,NCP42,8.51,0.016143389,4,OUT045,18,0,1,2324.9736,train,0,1,0,0
5717,NCX17,21.25,0.114246019,4,OUT017,13,0,1,3029.39,train,0,1,0,0
5718,NCO26,7.235,0.076975118,2,OUT049,21,1,2,2664.5316,train,0,1,0,0
5719,FDU45,15.6,0.06216667,2,OUT019,35,0,2,683.1108,train,1,0,0,0
5720,FDR34,17.0,0.01599013,4,OUT049,21,1,2,4351.6688,train,0,1,0,0
5721,FDV35,19.5,0.128728258,3,OUT018,11,1,0,3412.8908,train,0,0,1,0
5722,FDS55,7.02,0.080771137,3,OUT027,35,1,0,4157.2552,train,0,0,0,1
5723,FDS28,8.18,0.082568705,1,OUT045,18,0,1,458.0704,train,0,1,0,0
5724,FDK15,10.8,0.098395216,2,OUT035,16,0,1,1488.063,train,0,1,0,0
5725,NCP17,19.35,0.027714371,1,OUT046,23,0,2,830.9184,train,0,1,0,0
5726,NCE42,21.1,0.0,4,OUT018,11,1,0,2103.2622,train,0,0,1,0
5727,FDA14,16.1,0.06528457,3,OUT049,21,1,2,1904.188,train,0,1,0,0
5728,FDF57,14.5,0.102999154,3,OUT019,35,0,2,170.4448,train,1,0,0,0
5729,NCV54,11.1,0.057969482,2,OUT019,35,0,2,474.0496,train,1,0,0,0
5730,FDR10,17.6,0.016804724,3,OUT010,22,0,0,649.8208,train,1,0,0,0
5731,FDT58,9.0,0.086440911,3,OUT017,13,0,1,1342.2528,train,0,1,0,0
5732,FDC34,16.0,0.302478871,3,OUT019,35,0,2,311.5944,train,1,0,0,0
5733,FDU44,12.15,0.058663727,3,OUT018,11,1,0,3249.104,train,0,0,1,0
5734,FDY08,9.395,0.286344848,2,OUT010,22,0,0,280.9676,train,1,0,0,0
5735,FDK20,12.6,0.072762086,2,OUT019,35,0,2,122.5072,train,1,0,0,0
5736,FDV50,14.3,0.123264522,2,OUT017,13,0,1,1108.557,train,0,1,0,0
5737,FDO25,6.3,0.127647181,4,OUT049,21,1,2,2097.27,train,0,1,0,0
5738,FDR14,11.65,0.173206192,1,OUT027,35,1,0,1078.596,train,0,0,0,1
5739,FDP27,8.155,0.119937231,4,OUT018,11,1,0,2087.283,train,0,0,1,0
5740,FDB27,7.575,0.055379648,4,OUT035,16,0,1,5321.0736,train,0,1,0,0
5741,FDW26,11.8,0.107223632,4,OUT049,21,1,2,2668.5264,train,0,1,0,0
5742,NCQ50,18.75,0.0,4,OUT035,16,0,1,3419.5488,train,0,1,0,0
5743,NCL55,12.15,0.06464846,4,OUT035,16,0,1,4807.076,train,0,1,0,0
5744,FDG28,9.285,0.049280292,4,OUT046,23,0,2,3920.2304,train,0,1,0,0
5745,FDO31,6.76,0.028842332,1,OUT027,35,1,0,1997.4,train,0,0,0,1
5746,FDP27,8.155,0.118872194,4,OUT027,35,1,0,5313.084,train,0,0,0,1
5747,FDR01,5.405,0.053924587,4,OUT017,13,0,1,4379.6324,train,0,1,0,0
5748,FDI08,18.2,0.066297055,4,OUT046,23,0,2,2241.0828,train,0,1,0,0
5749,DRE03,19.6,0.024264569,1,OUT049,21,1,2,1607.2412,train,0,1,0,0
5750,FDV26,20.25,0.076470697,4,OUT018,11,1,0,2731.1116,train,0,0,1,0
5751,DRM49,6.11,0.151827552,1,OUT013,33,2,0,490.6946,train,0,1,0,0
5752,FDI15,13.8,0.141325834,4,OUT035,16,0,1,8479.6288,train,0,1,0,0
5753,FDM15,11.8,0.057538034,3,OUT045,18,0,1,1662.5026,train,0,1,0,0
5754,FDH47,13.5,0.128791854,2,OUT035,16,0,1,1944.136,train,0,1,0,0
5755,NCT54,8.695,0.119436131,2,OUT013,33,2,0,1047.3034,train,0,1,0,0
5756,DRN11,7.85,0.163310805,3,OUT045,18,0,1,3628.61,train,0,1,0,0
5757,FDU10,10.1,0.045878153,1,OUT018,11,1,0,484.7024,train,0,0,1,0
5758,FDU50,5.75,0.075322658,2,OUT045,18,0,1,2519.3872,train,0,1,0,0
5759,FDS26,20.35,0.149753132,4,OUT010,22,0,0,784.9782,train,1,0,0,0
5760,FDC14,14.5,0.0,1,OUT018,11,1,0,545.2902,train,0,0,1,0
5761,FDB17,13.15,0.036494521,3,OUT027,35,1,0,5976.2208,train,0,0,0,1
5762,DRD25,6.135,0.132183029,2,OUT010,22,0,0,452.744,train,1,0,0,0
5763,DRI39,13.8,0.096592065,1,OUT027,35,1,0,3112.615,train,0,0,0,1
5764,NCQ06,13.0,0.04188955,4,OUT049,21,1,2,3315.0182,train,0,1,0,0
5765,FDX11,16.0,0.106663245,3,OUT013,33,2,0,4180.5582,train,0,1,0,0
5766,NCT29,12.6,0.112249603,2,OUT019,35,0,2,243.6828,train,1,0,0,0
5767,FDS07,12.35,0.100322104,2,OUT017,13,0,1,2049.3324,train,0,1,0,0
5768,NCQ05,11.395,0.021602001,3,OUT035,16,0,1,2708.4744,train,0,1,0,0
5769,FDC35,7.435,0.123338082,4,OUT018,11,1,0,1656.5104,train,0,0,1,0
5770,FDU47,12.8,0.114085368,2,OUT045,18,0,1,2388.2246,train,0,1,0,0
5771,FDE22,9.695,0.049498821,3,OUT010,22,0,0,319.584,train,1,0,0,0
5772,FDA03,18.5,0.045425939,3,OUT013,33,2,0,1895.5326,train,0,1,0,0
5773,FDY26,20.6,0.051068365,4,OUT010,22,0,0,423.4488,train,1,0,0,0
5774,FDZ26,11.6,0.144241314,4,OUT049,21,1,2,3346.3108,train,0,1,0,0
5775,FDQ24,15.7,0.073605395,4,OUT013,33,2,0,6543.4824,train,0,1,0,0
5776,FDT14,10.695,0.12770295,2,OUT035,16,0,1,2516.724,train,0,1,0,0
5777,FDX04,19.6,0.041655865,1,OUT045,18,0,1,335.5632,train,0,1,0,0
5778,FDC48,9.195,0.015859294,1,OUT046,23,0,2,2559.3352,train,0,1,0,0
5779,FDC56,7.72,0.121497742,2,OUT035,16,0,1,3355.632,train,0,1,0,0
5780,FDU19,8.77,0.046844194,3,OUT049,21,1,2,1379.5376,train,0,1,0,0
5781,FDT55,13.6,0.0,3,OUT049,21,1,2,2998.0974,train,0,1,0,0
5782,FDA45,21.25,0.155250377,3,OUT013,33,2,0,2117.244,train,0,1,0,0
5783,FDR51,9.035,0.174450933,3,OUT017,13,0,1,2708.4744,train,0,1,0,0
5784,FDF56,16.7,0.199955274,3,OUT010,22,0,0,724.3904,train,1,0,0,0
5785,FDK45,11.65,0.033830011,2,OUT013,33,2,0,1584.604,train,0,1,0,0
5786,DRN37,9.6,0.096217262,3,OUT013,33,2,0,3342.316,train,0,1,0,0
5787,NCN26,10.85,0.028674471,2,OUT035,16,0,1,3866.9664,train,0,1,0,0
5788,FDA19,7.52,0.055213208,2,OUT049,21,1,2,642.497,train,0,1,0,0
5789,NCR06,12.5,0.00676387,1,OUT035,16,0,1,553.9456,train,0,1,0,0
5790,FDJ48,11.3,0.094460314,4,OUT010,22,0,0,247.0118,train,1,0,0,0
5791,NCA05,20.75,0.025130632,3,OUT046,23,0,2,2524.0478,train,0,1,0,0
5792,FDP04,15.35,0.013812772,1,OUT046,23,0,2,1022.6688,train,0,1,0,0
5793,FDA47,10.5,0.116673795,3,OUT046,23,0,2,3588.662,train,0,1,0,0
5794,FDI09,20.75,0.0,4,OUT045,18,0,1,2636.568,train,0,1,0,0
5795,FDU24,6.78,0.245407386,1,OUT019,35,0,2,93.212,train,1,0,0,0
5796,FDI36,12.5,0.062597392,4,OUT018,11,1,0,5339.0502,train,0,0,1,0
5797,FDC11,20.5,0.141674844,1,OUT013,33,2,0,1605.9096,train,0,1,0,0
5798,FDY38,13.6,0.119361718,4,OUT049,21,1,2,2563.33,train,0,1,0,0
5799,FDF56,16.7,0.118883724,3,OUT027,35,1,0,7425.0016,train,0,0,0,1
5800,FDB44,6.655,0.016876708,4,OUT027,35,1,0,6964.9338,train,0,0,0,1
5801,FDI15,13.8,0.141352562,4,OUT046,23,0,2,3179.8608,train,0,1,0,0
5802,FDY59,8.195,0.031397503,1,OUT035,16,0,1,1388.193,train,0,1,0,0
5803,FDX34,6.195,0.072278769,2,OUT018,11,1,0,1807.647,train,0,0,1,0
5804,FDC52,11.15,0.014497036,3,OUT019,35,0,2,150.4708,train,1,0,0,0
5805,NCW29,14.0,0.028838938,2,OUT013,33,2,0,259.662,train,0,1,0,0
5806,FDS40,15.35,0.013951504,1,OUT027,35,1,0,622.523,train,0,0,0,1
5807,FDI40,11.5,0.126114605,2,OUT018,11,1,0,804.2864,train,0,0,1,0
5808,FDN48,13.35,0.064938448,1,OUT035,16,0,1,1561.9668,train,0,1,0,0
5809,FDN46,7.21,0.144511119,2,OUT013,33,2,0,2460.7968,train,0,1,0,0
5810,FDB41,19.0,0.097294728,1,OUT035,16,0,1,1039.9796,train,0,1,0,0
5811,FDT55,13.6,0.043646901,3,OUT035,16,0,1,3471.4812,train,0,1,0,0
5812,FDI22,12.6,0.095746519,4,OUT027,35,1,0,7317.142,train,0,0,0,1
5813,FDY16,18.35,0.092413792,3,OUT045,18,0,1,1844.266,train,0,1,0,0
5814,FDN33,6.305,0.123307177,1,OUT049,21,1,2,283.6308,train,0,1,0,0
5815,FDT57,15.2,0.019031184,4,OUT035,16,0,1,4740.496,train,0,1,0,0
5816,FDZ31,15.35,0.112668963,4,OUT027,35,1,0,5752.512,train,0,0,0,1
5817,DRM48,15.2,0.113072194,1,OUT049,21,1,2,596.5568,train,0,1,0,0
5818,NCL19,15.35,0.015708023,3,OUT045,18,0,1,2576.646,train,0,1,0,0
5819,FDG50,7.405,0.015259084,1,OUT013,33,2,0,729.7168,train,0,1,0,0
5820,DRH25,18.7,0.014622625,1,OUT045,18,0,1,1090.5804,train,0,1,0,0
5821,FDB37,20.25,0.022829734,4,OUT027,35,1,0,4566.7222,train,0,0,0,1
5822,FDW59,13.15,0.020833091,1,OUT017,13,0,1,1860.2452,train,0,1,0,0
5823,NCR30,20.6,0.071103348,1,OUT049,21,1,2,1416.8224,train,0,1,0,0
5824,FDY22,16.5,0.159720671,3,OUT046,23,0,2,3595.32,train,0,1,0,0
5825,FDB45,20.85,0.037345714,2,OUT019,35,0,2,104.5306,train,1,0,0,0
5826,FDC08,19.0,0.102949031,4,OUT027,35,1,0,4753.812,train,0,0,0,1
5827,NCK53,11.6,0.062903297,2,OUT010,22,0,0,595.2252,train,1,0,0,0
5828,FDM27,12.35,0.158715731,3,OUT049,21,1,2,1577.946,train,0,1,0,0
5829,FDG17,6.865,0.03598621,4,OUT018,11,1,0,2687.8346,train,0,0,1,0
5830,NCT17,10.8,0.042102658,4,OUT017,13,0,1,1695.7926,train,0,1,0,0
5831,FDZ14,7.71,0.047857877,2,OUT017,13,0,1,3029.39,train,0,1,0,0
5832,FDJ28,12.3,0.036590807,4,OUT010,22,0,0,192.4162,train,1,0,0,0
5833,FDV21,11.5,0.171779865,2,OUT018,11,1,0,1627.2152,train,0,0,1,0
5834,DRD24,13.85,0.051544658,3,OUT010,22,0,0,141.8154,train,1,0,0,0
5835,DRF25,9.0,0.03898577,1,OUT049,21,1,2,732.38,train,0,1,0,0
5836,FDN22,18.85,0.138868769,4,OUT018,11,1,0,3271.7412,train,0,0,1,0
5837,FDV04,7.825,0.251094747,3,OUT010,22,0,0,628.5152,train,1,0,0,0
5838,FDL34,16.0,0.041112694,2,OUT018,11,1,0,3105.2912,train,0,0,1,0
